ID,generation,forecast_generation
21,13.5392288,14.9994117184
21,14.616126,14.73058032
21,14.6548824,14.6601562908
21,14.4486576,14.07354822
21,14.3862194,14.0993493368
21,14.046508,12.04826
21,13.1840576,13.190497292
21,12.138986,7.3986703
21,11.6172992,10.724189928
21,10.0674616,10.24804872
21,6.5144408,8.721266036
21,6.201345,6.0299085
21,2.970814,3.4323203094
21,1.700216,2.3347296
21,0.765451,1.9164262476
21,0.2737098,0.1467747918
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
21,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,2.443106,3.974189389
22,4.3787856,4.42295756
22,5.807256,5.3930327256
22,6.8020722,6.652770003
22,6.4427116,6.837961962
22,4.8604662,6.4875221568
22,8.3044864,7.05619648
22,8.2949432,8.610434239
22,8.7295212,7.90335108
22,8.8706256,8.76374492
22,8.8703856,8.58934368
22,8.7511224,9.0162679158
22,8.4691476,4.24009116
22,8.0760822,7.8668853452
22,7.648668,7.2701691
22,7.0668006,6.3947185668
22,6.2329004,5.92125538
22,5.156865,5.128122981
22,4.079024,3.945073
22,2.9098498,2.8216904936
22,1.5956138,1.80128784
22,0.723235,0.826997211
22,0.23673,0.25615434
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
22,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,1.9721088,3.2396784876
23,3.5560546,3.59643389
23,4.7017248,4.3567821414
23,5.5098528,5.371605048
23,5.2068096,5.532841728
23,4.0203728,5.2467517248
23,6.72588,5.7148785
23,6.7253744,6.981168238
23,7.0832736,6.39235172
23,7.1853876,7.09881207
23,7.1633936,6.94407384
23,7.048683,7.2863209746
23,6.8068492,3.41527548
23,6.5208,6.358576224
23,6.182865,5.85881946
23,5.720814,5.1715118412
23,5.0333568,4.79140784
23,4.1505202,4.1361408262
23,3.2946792,3.1730402
23,2.3401188,2.2594288784
23,1.25706,1.4312088
23,0.5746888,0.658283994
23,0.2186588,0.2172714248
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
23,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,1.0223048,1.056785928
24,1.78364,1.39924484
24,2.1358774,2.0469765858
24,2.4429426,2.3355264954
24,2.6457012,2.5077792798
24,2.6562752,2.931628822
24,2.4645282,9.11684664
24,2.7890576,2.5680633436
24,2.909776,6.88360008
24,2.9594268,3.165863184
24,2.2992984,6.67319442
24,2.931216,2.39408922
24,2.5545984,8.66055
24,2.34004,2.3646202728
24,2.0332966,7.93368264
24,1.7217294,1.723253943
24,1.3220026,7.43776
24,0.8724144,1.038544104
24,0.429975,5.08166364
24,0.2009034,0.2281625928
24,0.117555,2.05347508
24,0.1024488,0.0843619968
24,0.1176,0.0807472176
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
24,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,4.1099556,4.9253592678
25,6.8243496,5.008808283
25,7.8083958,8.3486565072
25,8.6517216,8.6248228038
25,10.286592,8.5877584896
25,10.6559008,10.8169179008
25,11.7004272,11.88530408
25,12.011442,11.840874374
25,12.2098848,11.86842192
25,12.3428,12.29172905
25,12.371452,8.614676
25,12.0954258,12.0177502866
25,11.4509088,11.30170734
25,10.3057802,11.3848837914
25,9.136476,9.97829928
25,7.96684,7.787866016
25,6.86637,6.6469368
25,5.558666,6.0469466744
25,4.0676106,4.82236116
25,2.4515816,3.0876219612
25,1.2050896,2.23656056
25,0.786366,0.777005922
25,0.4298864,0.4878251558
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,5.6589606,3.2733943204
26,7.4074704,7.1133488844
26,8.470848,8.380183455
26,6.5449296,9.683970758
26,9.6773708,7.296482636
26,10.4972314,10.0859206466
26,9.9402618,11.68712524
26,11.0887056,10.3277781216
26,10.955516,8.96516192
26,10.9272124,10.7737460356
26,10.6556672,8.84443392
26,10.44536,10.109238495
26,10.1521184,8.42423424
26,9.5197872,9.7890506384
26,8.450245,8.30681922
26,6.7530618,7.5887070264
26,5.214755,5.9687355
26,3.857152,4.48840192
26,2.989123,3.46547878
26,1.8266902,2.4694542236
26,0.7654218,1.62950986
26,0.5124228,0.5408177736
26,0.1835834,0.234319176
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
26,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,3.817152,2.278478784
27,5.0025442,4.880489564
27,5.5805372,5.650293915
27,4.2813588,6.484872044
27,6.359154,4.880348724
27,6.9663384,6.714785257
27,6.5904192,7.61406996
27,7.3091354,6.84351183
27,7.1420076,5.79269808
27,7.082344,7.005646833
27,6.9424072,5.76234792
27,6.8233594,6.610793303
27,6.6249576,5.49163152
27,6.1710466,6.317607256
27,5.19616,5.1357264
27,4.2020178,4.710785953
27,3.0833832,3.5932812
27,1.950788,2.432632636
27,0.7859744,1.94379158
27,0.5330256,1.173086678
27,0.3505982,0.83603482
27,0.237056,0.270726144
27,0.102309,0.13827996
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
